investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV001997,2024-09-30,120843,SIP,2175.00,Delhi,New Delhi,T30,56+,Female,24.8,UPI,Verified
INV000235,2024-09-30,101207,LUMPSUM,279462.00,Delhi,New Delhi,T30,26-35,Male,8.5,Net Banking,Verified
INV000522,2024-09-30,119598,REDEMPTION,346397.00,Punjab,Chandigarh,T30,26-35,Female,10.8,Mandate,Verified
INV004745,2024-09-30,119598,REDEMPTION,83580.00,West Bengal,Kolkata,T30,18-25,Male,5.2,Net Banking,Verified
INV003848,2024-09-30,118634,SIP,1733.00,Telangana,Hyderabad,T30,26-35,Male,24.0,Mandate,Verified
INV001369,2024-09-30,120503,SIP,58820.00,Gujarat,Ahmedabad,T30,46-55,Male,83.8,Net Banking,Verified
INV000414,2024-09-30,120503,SIP,2445.00,Tamil Nadu,Chennai,T30,36-45,Male,21.9,Mandate,Verified
INV000660,2024-09-30,149323,SIP,13551.00,Punjab,Chandigarh,T30,36-45,Male,14.1,Net Banking,Verified
INV004901,2024-09-30,119120,LUMPSUM,6086.00,Haryana,Gurugram,T30,26-35,Female,10.8,Net Banking,Pending
INV004120,2024-09-30,148569,SIP,401.00,Telangana,Hyderabad,T30,18-25,Male,7.2,UPI,Verified
INV002602,2024-09-30,149324,SIP,11084.00,Gujarat,Surat,T30,56+,Female,45.7,Cheque,Verified
INV001598,2024-09-30,119598,LUMPSUM,353382.00,Tamil Nadu,Coimbatore,B30,36-45,Male,48.2,Net Banking,Verified
INV002997,2024-09-30,101206,LUMPSUM,180674.00,West Bengal,Kolkata,T30,26-35,Male,23.7,Mandate,Verified
INV003230,2024-09-30,148567,LUMPSUM,70029.00,Punjab,Amritsar,B30,18-25,Female,3.2,UPI,Verified
INV000865,2024-09-30,120844,SIP,8286.00,Tamil Nadu,Coimbatore,B30,26-35,Male,24.2,Cheque,Verified
INV003630,2024-09-30,120507,SIP,2045.00,Karnataka,Bangalore,T30,18-25,Female,4.9,Net Banking,Verified
INV003767,2024-09-30,148567,SIP,20746.00,Madhya Pradesh,Bhopal,B30,36-45,Female,13.6,UPI,Verified
INV004790,2024-09-30,119094,REDEMPTION,577138.00,Tamil Nadu,Coimbatore,B30,18-25,Male,3.4,Mandate,Verified
INV000130,2024-09-30,120842,LUMPSUM,334322.00,Madhya Pradesh,Indore,T30,56+,Female,69.4,Net Banking,Verified
INV002942,2024-09-30,125498,SIP,2470.00,Delhi,Noida,T30,36-45,Male,27.8,Mandate,Verified
INV001037,2024-09-30,100033,SIP,7989.00,Haryana,Faridabad,B30,36-45,Female,41.8,Net Banking,Verified
INV000881,2024-09-30,119095,SIP,5294.00,Uttar Pradesh,Agra,B30,26-35,Male,17.1,UPI,Verified
INV003601,2024-09-30,119551,SIP,3580.00,Haryana,Faridabad,B30,26-35,Female,17.0,Net Banking,Pending
INV002315,2024-09-30,119552,SIP,1057.00,Haryana,Faridabad,B30,18-25,Male,6.4,Mandate,Verified
INV004403,2024-09-30,120844,SIP,1734.00,West Bengal,Kolkata,T30,26-35,Male,17.6,UPI,Verified
INV004334,2024-09-30,148567,LUMPSUM,267646.00,Punjab,Amritsar,B30,26-35,Female,6.6,Cheque,Verified
INV001423,2024-09-30,120506,SIP,2605.00,Madhya Pradesh,Bhopal,B30,18-25,Female,7.7,Net Banking,Verified
INV001711,2024-09-30,119120,SIP,2303.00,Madhya Pradesh,Bhopal,B30,46-55,Male,99.0,Cheque,Verified
INV003192,2024-09-30,120507,SIP,15087.00,Uttar Pradesh,Lucknow,T30,26-35,Male,22.2,Net Banking,Verified
INV000634,2024-09-30,120844,SIP,20815.00,Karnataka,Bangalore,T30,26-35,Female,22.7,Mandate,Verified
INV001343,2024-09-30,120506,SIP,7719.00,Gujarat,Surat,T30,18-25,Female,6.9,Mandate,Verified
INV003767,2024-09-30,119093,LUMPSUM,257531.00,Madhya Pradesh,Bhopal,B30,36-45,Female,13.6,Net Banking,Pending
INV003977,2024-09-30,120507,SIP,2442.00,Rajasthan,Udaipur,B30,46-55,Male,77.8,UPI,Pending
INV001544,2024-09-30,120505,REDEMPTION,264791.00,Uttar Pradesh,Kanpur,B30,18-25,Female,5.9,UPI,Verified
INV000666,2024-09-30,120505,SIP,13939.00,Maharashtra,Mumbai,T30,36-45,Male,49.7,Cheque,Verified
INV001847,2024-09-30,120507,LUMPSUM,151400.00,Maharashtra,Nashik,B30,56+,Male,53.4,UPI,Verified
INV004064,2024-09-30,119120,REDEMPTION,296708.00,Uttar Pradesh,Lucknow,T30,26-35,Male,16.1,Net Banking,Verified
INV002590,2024-09-30,119092,SIP,3059.00,West Bengal,Kolkata,T30,36-45,Male,45.1,Mandate,Verified
INV003599,2024-09-30,120842,SIP,50100.00,Madhya Pradesh,Indore,T30,46-55,Male,43.2,UPI,Pending
INV001512,2024-09-30,100033,REDEMPTION,349380.00,Haryana,Gurugram,T30,46-55,Male,49.4,Mandate,Verified
INV002463,2024-09-30,119599,SIP,7980.00,Punjab,Amritsar,B30,18-25,Male,7.0,Net Banking,Verified
INV000268,2024-09-30,118634,SIP,2230.00,Haryana,Gurugram,T30,18-25,Female,4.7,Mandate,Verified
INV001988,2024-09-30,100033,LUMPSUM,57531.00,Karnataka,Bangalore,T30,26-35,Male,17.7,Mandate,Verified
INV000173,2024-09-30,101208,SIP,508.00,Maharashtra,Mumbai,T30,26-35,Male,7.6,UPI,Verified
INV000261,2024-09-30,118634,LUMPSUM,378713.00,Gujarat,Ahmedabad,T30,18-25,Male,3.5,UPI,Verified
INV001406,2024-09-30,120503,SIP,2012.00,Telangana,Hyderabad,T30,46-55,Male,86.0,Net Banking,Verified
INV002188,2024-09-30,100025,REDEMPTION,233184.00,Rajasthan,Jaipur,T30,26-35,Male,19.1,UPI,Verified
INV003526,2024-10-01,102887,REDEMPTION,77919.00,Maharashtra,Nashik,B30,36-45,Male,24.2,Cheque,Verified
INV003732,2024-10-01,149322,REDEMPTION,381910.00,West Bengal,Kolkata,T30,36-45,Male,56.1,UPI,Verified
INV000806,2024-10-01,118636,REDEMPTION,146027.00,Maharashtra,Pune,T30,46-55,Male,90.4,UPI,Verified
INV003400,2024-10-01,119092,SIP,2274.00,Tamil Nadu,Coimbatore,B30,36-45,Female,15.0,Cheque,Verified
INV002341,2024-10-01,119120,SIP,2792.00,West Bengal,Kolkata,T30,36-45,Female,50.8,Cheque,Verified
INV000556,2024-10-01,118634,LUMPSUM,110149.00,Rajasthan,Udaipur,B30,18-25,Male,7.2,Mandate,Verified
INV003178,2024-10-01,100016,SIP,4783.00,Telangana,Hyderabad,T30,46-55,Female,60.9,UPI,Verified
INV003091,2024-10-01,148567,SIP,2184.00,Delhi,New Delhi,T30,36-45,Female,36.4,Cheque,Verified
INV002034,2024-10-01,119551,LUMPSUM,149312.00,Uttar Pradesh,Lucknow,T30,26-35,Male,10.0,UPI,Verified
INV001195,2024-10-01,125497,SIP,556.00,Gujarat,Surat,T30,26-35,Male,6.4,UPI,Verified
INV000864,2024-10-01,120844,REDEMPTION,226094.00,Tamil Nadu,Chennai,T30,26-35,Female,24.9,Cheque,Verified
INV004050,2024-10-01,119120,SIP,47449.00,West Bengal,Kolkata,T30,26-35,Male,15.5,UPI,Verified
INV003620,2024-10-01,120504,SIP,570.00,Uttar Pradesh,Kanpur,B30,36-45,Female,15.7,Cheque,Verified
INV003938,2024-10-01,148567,LUMPSUM,182564.00,Delhi,Gurugram,T30,36-45,Female,15.3,UPI,Verified
INV002055,2024-10-01,125498,SIP,1781.00,Punjab,Amritsar,B30,26-35,Male,18.7,UPI,Verified
INV001912,2024-10-01,118632,SIP,42100.00,Haryana,Gurugram,T30,26-35,Male,10.4,Cheque,Verified
INV000897,2024-10-01,101207,SIP,8368.00,Maharashtra,Nashik,B30,36-45,Male,22.3,Mandate,Verified
INV002626,2024-10-01,118636,SIP,11389.00,Karnataka,Bangalore,T30,36-45,Male,29.4,UPI,Verified
INV004631,2024-10-01,100025,SIP,44268.00,Tamil Nadu,Chennai,T30,36-45,Female,20.2,Net Banking,Verified
INV002954,2024-10-01,120842,LUMPSUM,250823.00,Delhi,New Delhi,T30,26-35,Female,6.0,Mandate,Pending
INV001798,2024-10-01,120503,SIP,49064.00,Tamil Nadu,Chennai,T30,36-45,Female,21.3,Net Banking,Verified
INV001310,2024-10-01,100025,LUMPSUM,26894.00,Telangana,Hyderabad,T30,46-55,Male,83.6,Net Banking,Verified
INV002671,2024-10-01,118634,LUMPSUM,95262.00,Madhya Pradesh,Indore,T30,18-25,Male,6.3,Net Banking,Verified
INV001515,2024-10-01,102887,LUMPSUM,255085.00,Tamil Nadu,Coimbatore,B30,18-25,Male,7.4,UPI,Verified
INV003791,2024-10-01,119598,SIP,10477.00,Tamil Nadu,Coimbatore,B30,46-55,Male,77.4,Net Banking,Verified
INV001833,2024-10-01,120507,LUMPSUM,509368.00,Karnataka,Bangalore,T30,36-45,Female,28.4,Net Banking,Verified
INV004404,2024-10-01,125497,SIP,5017.00,Telangana,Hyderabad,T30,26-35,Male,22.1,UPI,Verified
INV000877,2024-10-01,119552,SIP,515.00,Telangana,Hyderabad,T30,36-45,Female,15.8,Mandate,Verified
INV003596,2024-10-01,118634,REDEMPTION,48927.00,Punjab,Chandigarh,T30,18-25,Male,3.8,UPI,Verified
INV000853,2024-10-01,102885,SIP,8628.00,Punjab,Chandigarh,T30,26-35,Female,8.0,Net Banking,Pending
INV003568,2024-10-01,119120,SIP,9738.00,Tamil Nadu,Chennai,T30,18-25,Female,5.3,UPI,Verified
INV003321,2024-10-01,119094,LUMPSUM,429882.00,Karnataka,Bangalore,T30,46-55,Male,22.5,Mandate,Verified
INV001460,2024-10-01,118633,REDEMPTION,234257.00,Uttar Pradesh,Kanpur,B30,36-45,Male,45.4,UPI,Verified
INV001823,2024-10-01,120504,SIP,931.00,Tamil Nadu,Coimbatore,B30,26-35,Male,17.1,Net Banking,Verified
INV003057,2024-10-01,102887,SIP,9700.00,Punjab,Chandigarh,T30,18-25,Male,6.4,Net Banking,Verified
INV000701,2024-10-01,125498,LUMPSUM,330699.00,West Bengal,Kolkata,T30,36-45,Female,55.6,Mandate,Verified
INV001076,2024-10-01,101208,LUMPSUM,252004.00,Delhi,Noida,T30,26-35,Female,6.2,Cheque,Verified
INV004365,2024-10-01,120841,LUMPSUM,190733.00,Delhi,Gurugram,T30,26-35,Male,19.4,Cheque,Verified
INV003787,2024-10-01,118632,LUMPSUM,87871.00,Karnataka,Mysore,B30,46-55,Male,29.3,Cheque,Verified
INV002248,2024-10-01,118633,LUMPSUM,240803.00,Delhi,New Delhi,T30,26-35,Male,8.1,UPI,Verified
INV004130,2024-10-01,119120,SIP,2286.00,Punjab,Amritsar,B30,36-45,Male,57.9,Cheque,Verified
INV001242,2024-10-01,100025,SIP,4577.00,Tamil Nadu,Chennai,T30,36-45,Male,57.8,UPI,Verified
INV002416,2024-10-01,100025,SIP,440.00,Telangana,Hyderabad,T30,26-35,Female,15.2,Mandate,Verified
INV000785,2024-10-01,148568,REDEMPTION,391035.00,Tamil Nadu,Chennai,T30,36-45,Male,31.1,UPI,Verified
INV003384,2024-10-01,119120,REDEMPTION,562392.00,Tamil Nadu,Coimbatore,B30,36-45,Male,51.8,Mandate,Verified
INV002407,2024-10-01,120505,SIP,17552.00,West Bengal,Kolkata,T30,36-45,Male,35.9,UPI,Verified
INV001063,2024-10-01,118636,REDEMPTION,435912.00,Haryana,Faridabad,B30,26-35,Male,24.1,UPI,Verified
INV004970,2024-10-01,118636,SIP,23915.00,Maharashtra,Nashik,B30,36-45,Female,27.6,UPI,Verified
INV000531,2024-10-01,148569,SIP,1180.00,Delhi,Gurugram,T30,56+,Male,64.9,UPI,Verified
INV001811,2024-10-01,101207,SIP,2639.00,Punjab,Amritsar,B30,18-25,Male,7.8,UPI,Verified
INV003446,2024-10-01,101207,SIP,457.00,Delhi,New Delhi,T30,36-45,Male,14.5,Net Banking,Verified
INV004266,2024-10-01,101207,LUMPSUM,344707.00,Delhi,New Delhi,T30,36-45,Male,35.9,Cheque,Verified
INV002935,2024-10-01,118632,SIP,979.00,Madhya Pradesh,Indore,T30,18-25,Male,5.6,Net Banking,Verified
INV002927,2024-10-01,120842,SIP,3348.00,Punjab,Amritsar,B30,56+,Male,29.1,UPI,Verified
INV002831,2024-10-01,120507,SIP,12630.00,Telangana,Hyderabad,T30,56+,Female,78.0,Mandate,Verified
INV001103,2024-10-01,120841,REDEMPTION,414755.00,Karnataka,Mysore,B30,26-35,Female,6.4,Mandate,Verified
INV004919,2024-10-01,120503,SIP,9971.00,Telangana,Hyderabad,T30,26-35,Male,6.6,UPI,Verified
INV000304,2024-10-01,148567,SIP,5704.00,West Bengal,Kolkata,T30,36-45,Male,25.6,Mandate,Verified
INV003167,2024-10-01,120503,SIP,2887.00,Telangana,Hyderabad,T30,26-35,Male,19.8,Net Banking,Verified
INV002038,2024-10-01,119599,LUMPSUM,412687.00,Madhya Pradesh,Bhopal,B30,26-35,Male,20.6,Mandate,Verified
INV001077,2024-10-01,102885,SIP,2710.00,Uttar Pradesh,Lucknow,T30,26-35,Male,6.4,UPI,Verified
INV004769,2024-10-01,120842,LUMPSUM,77057.00,Punjab,Amritsar,B30,46-55,Female,25.3,UPI,Verified
INV004297,2024-10-01,149322,SIP,11877.00,Karnataka,Bangalore,T30,36-45,Female,19.5,Mandate,Verified
INV000871,2024-10-01,101208,SIP,43302.00,Gujarat,Surat,T30,36-45,Male,55.8,UPI,Verified
INV001326,2024-10-01,120505,SIP,1988.00,Rajasthan,Udaipur,B30,46-55,Male,54.9,Net Banking,Verified
INV001021,2024-10-01,125497,SIP,7669.00,Maharashtra,Mumbai,T30,56+,Male,50.5,Cheque,Verified
INV002467,2024-10-01,100025,SIP,21251.00,Punjab,Chandigarh,T30,36-45,Male,12.3,UPI,Pending
INV000335,2024-10-01,120844,REDEMPTION,191839.00,Maharashtra,Mumbai,T30,26-35,Male,11.6,UPI,Verified
INV004978,2024-10-01,100033,SIP,12983.00,Uttar Pradesh,Lucknow,T30,46-55,Male,34.3,UPI,Verified
INV004823,2024-10-01,119092,LUMPSUM,371623.00,Rajasthan,Jaipur,T30,36-45,Female,52.6,UPI,Pending
INV004300,2024-10-01,119120,SIP,2348.00,West Bengal,Kolkata,T30,26-35,Male,12.4,Cheque,Verified
INV003027,2024-10-02,120503,REDEMPTION,7181.00,Telangana,Hyderabad,T30,26-35,Male,20.8,UPI,Verified
INV003055,2024-10-02,119552,REDEMPTION,285056.00,Madhya Pradesh,Indore,T30,26-35,Female,18.0,Mandate,Verified
INV003968,2024-10-02,120507,LUMPSUM,377608.00,Maharashtra,Mumbai,T30,46-55,Female,58.7,Mandate,Verified
INV004143,2024-10-02,118632,LUMPSUM,461347.00,Gujarat,Ahmedabad,T30,18-25,Male,7.4,UPI,Verified
INV001741,2024-10-02,102885,LUMPSUM,436070.00,Rajasthan,Udaipur,B30,36-45,Male,52.8,UPI,Verified
INV003189,2024-10-02,102885,SIP,2572.00,Tamil Nadu,Chennai,T30,36-45,Female,44.6,Cheque,Verified
INV004427,2024-10-02,119599,SIP,2478.00,Punjab,Amritsar,B30,36-45,Female,54.2,Net Banking,Verified
INV002426,2024-10-02,101208,SIP,1917.00,Haryana,Faridabad,B30,26-35,Male,10.9,Mandate,Verified
INV002184,2024-10-02,101206,REDEMPTION,28748.00,Uttar Pradesh,Agra,B30,36-45,Female,38.1,Mandate,Verified
INV000409,2024-10-02,148567,REDEMPTION,106838.00,Delhi,New Delhi,T30,26-35,Male,10.7,Mandate,Verified
INV002382,2024-10-02,119120,SIP,16220.00,Maharashtra,Mumbai,T30,26-35,Male,18.5,Net Banking,Verified
INV002639,2024-10-02,119092,SIP,2766.00,Gujarat,Ahmedabad,T30,36-45,Male,20.7,Cheque,Verified
INV003581,2024-10-02,101208,SIP,1870.00,Tamil Nadu,Coimbatore,B30,56+,Male,15.3,Net Banking,Pending
INV000932,2024-10-02,149323,LUMPSUM,222670.00,Rajasthan,Udaipur,B30,46-55,Male,97.0,Mandate,Verified
INV004893,2024-10-02,120504,REDEMPTION,134281.00,Delhi,Gurugram,T30,36-45,Male,32.6,Mandate,Verified
INV003217,2024-10-02,120844,SIP,47848.00,Delhi,Noida,T30,56+,Male,18.3,Net Banking,Verified
INV004225,2024-10-02,120844,SIP,3211.00,Karnataka,Bangalore,T30,26-35,Male,24.8,UPI,Verified
INV003018,2024-10-02,119093,SIP,6341.00,Delhi,Gurugram,T30,36-45,Male,14.1,Net Banking,Verified
INV000927,2024-10-02,118635,SIP,40090.00,West Bengal,Kolkata,T30,46-55,Male,80.9,Net Banking,Verified
INV000623,2024-10-02,148567,LUMPSUM,159191.00,Tamil Nadu,Chennai,T30,46-55,Male,48.9,Net Banking,Verified
INV002185,2024-10-02,120842,SIP,26628.00,Punjab,Chandigarh,T30,26-35,Male,21.0,Mandate,Verified
INV002890,2024-10-02,100025,LUMPSUM,261263.00,Rajasthan,Jaipur,T30,36-45,Female,49.2,Mandate,Verified
INV004287,2024-10-02,149322,REDEMPTION,78995.00,Gujarat,Surat,T30,26-35,Female,18.1,UPI,Verified
INV001802,2024-10-02,119095,SIP,42022.00,Punjab,Chandigarh,T30,46-55,Male,77.7,UPI,Verified
INV001663,2024-10-02,120843,SIP,9465.00,Gujarat,Surat,T30,36-45,Female,29.2,Cheque,Verified
INV001640,2024-10-02,102887,SIP,21413.00,Rajasthan,Jaipur,T30,36-45,Female,52.6,UPI,Verified
INV002185,2024-10-02,148569,REDEMPTION,225600.00,Punjab,Chandigarh,T30,26-35,Male,21.0,Cheque,Verified
INV004592,2024-10-02,119092,SIP,53895.00,Maharashtra,Pune,T30,36-45,Male,56.6,Cheque,Verified
INV001800,2024-10-02,102886,SIP,8787.00,Tamil Nadu,Chennai,T30,26-35,Female,12.8,Net Banking,Verified
INV001498,2024-10-02,120844,LUMPSUM,240827.00,Gujarat,Ahmedabad,T30,36-45,Male,34.7,Net Banking,Pending
INV004804,2024-10-02,100025,LUMPSUM,443401.00,Maharashtra,Mumbai,T30,36-45,Male,44.1,Cheque,Verified
INV002981,2024-10-02,120843,REDEMPTION,101381.00,Maharashtra,Mumbai,T30,18-25,Female,7.3,Cheque,Pending
INV000377,2024-10-02,149323,SIP,9816.00,Karnataka,Bangalore,T30,26-35,Male,19.8,Cheque,Verified
INV001604,2024-10-02,120506,SIP,27788.00,Haryana,Gurugram,T30,56+,Male,33.9,Mandate,Verified
INV004885,2024-10-02,118633,SIP,5350.00,Punjab,Amritsar,B30,26-35,Male,11.7,Mandate,Verified
INV004224,2024-10-02,100016,SIP,3544.00,Haryana,Faridabad,B30,56+,Male,34.4,Net Banking,Verified
INV001641,2024-10-02,102885,SIP,2214.00,Haryana,Faridabad,B30,26-35,Male,15.4,Mandate,Verified
INV003891,2024-10-02,148568,SIP,14181.00,Telangana,Hyderabad,T30,26-35,Male,21.8,Mandate,Verified
INV003655,2024-10-02,120506,SIP,58686.00,Madhya Pradesh,Bhopal,B30,36-45,Female,24.9,UPI,Verified
INV001770,2024-10-02,120507,SIP,4059.00,Telangana,Hyderabad,T30,18-25,Male,6.3,Cheque,Verified
INV004393,2024-10-02,148569,REDEMPTION,120021.00,Telangana,Hyderabad,T30,26-35,Female,21.5,UPI,Verified
INV002941,2024-10-02,148568,SIP,878.00,Rajasthan,Udaipur,B30,36-45,Female,59.2,Mandate,Verified
INV001259,2024-10-02,101206,LUMPSUM,179232.00,Telangana,Hyderabad,T30,26-35,Female,10.6,Net Banking,Verified
INV002352,2024-10-02,102886,SIP,1865.00,Uttar Pradesh,Lucknow,T30,56+,Male,28.1,Net Banking,Verified
INV000163,2024-10-02,100025,SIP,1051.00,Uttar Pradesh,Kanpur,B30,46-55,Male,70.4,Net Banking,Verified
INV001189,2024-10-02,118635,LUMPSUM,23928.00,Maharashtra,Nashik,B30,56+,Male,70.1,UPI,Verified
INV002151,2024-10-02,119095,SIP,1195.00,Rajasthan,Jaipur,T30,26-35,Female,18.1,Cheque,Verified
INV000098,2024-10-02,148569,SIP,2712.00,Telangana,Hyderabad,T30,36-45,Male,33.8,Cheque,Pending
INV003937,2024-10-02,118633,SIP,15218.00,Maharashtra,Nashik,B30,56+,Male,31.8,Mandate,Verified
INV000005,2024-10-02,148569,SIP,599.00,Punjab,Amritsar,B30,26-35,Female,10.4,UPI,Verified
INV000410,2024-10-02,120507,SIP,25930.00,Rajasthan,Jaipur,T30,18-25,Female,5.3,Mandate,Verified
INV001217,2024-10-02,118632,SIP,8345.00,Rajasthan,Jaipur,T30,26-35,Male,21.5,Cheque,Verified
INV003737,2024-10-02,119093,SIP,489.00,Punjab,Chandigarh,T30,18-25,Male,4.4,Net Banking,Verified
INV003698,2024-10-02,100025,REDEMPTION,537095.00,Madhya Pradesh,Bhopal,B30,36-45,Female,41.5,UPI,Verified
INV000509,2024-10-02,125498,SIP,4041.00,Madhya Pradesh,Bhopal,B30,56+,Male,26.5,Net Banking,Verified
INV000330,2024-10-02,119598,SIP,47798.00,Madhya Pradesh,Bhopal,B30,26-35,Female,11.9,UPI,Verified
INV003889,2024-10-02,148568,LUMPSUM,407278.00,Rajasthan,Udaipur,B30,46-55,Male,42.6,Mandate,Verified
INV002951,2024-10-02,101207,SIP,14784.00,Karnataka,Bangalore,T30,36-45,Male,58.6,Mandate,Verified
INV000054,2024-10-02,118633,SIP,2671.00,Telangana,Hyderabad,T30,46-55,Female,37.5,UPI,Verified
INV004426,2024-10-02,102887,REDEMPTION,80332.00,Rajasthan,Jaipur,T30,26-35,Male,10.4,Mandate,Verified
INV004967,2024-10-02,119552,SIP,2153.00,Telangana,Hyderabad,T30,26-35,Male,14.3,Cheque,Verified
INV000890,2024-10-02,101206,SIP,807.00,Karnataka,Bangalore,T30,26-35,Male,13.5,UPI,Verified
INV002565,2024-10-02,102886,REDEMPTION,502342.00,Rajasthan,Jaipur,T30,26-35,Male,10.0,UPI,Verified
INV002065,2024-10-02,148567,SIP,4495.00,Rajasthan,Udaipur,B30,46-55,Male,78.6,Mandate,Pending
INV002754,2024-10-02,148569,SIP,594.00,Karnataka,Bangalore,T30,46-55,Male,82.6,Net Banking,Verified
INV003705,2024-10-02,120503,LUMPSUM,24433.00,Telangana,Hyderabad,T30,26-35,Male,8.0,UPI,Verified
INV001435,2024-10-02,149323,SIP,4220.00,Telangana,Hyderabad,T30,36-45,Female,27.7,UPI,Verified
INV000082,2024-10-02,149324,LUMPSUM,330736.00,Rajasthan,Udaipur,B30,26-35,Female,19.6,Cheque,Verified
INV002348,2024-10-03,120503,SIP,852.00,Uttar Pradesh,Agra,B30,26-35,Male,13.4,Cheque,Pending
INV000170,2024-10-03,100025,REDEMPTION,176365.00,Haryana,Gurugram,T30,36-45,Female,12.4,UPI,Verified
INV001280,2024-10-03,120505,REDEMPTION,237602.00,Rajasthan,Jaipur,T30,18-25,Male,4.7,UPI,Pending
INV003805,2024-10-03,120505,SIP,11298.00,Madhya Pradesh,Indore,T30,26-35,Female,17.0,UPI,Verified
INV002751,2024-10-03,119599,SIP,5289.00,Delhi,New Delhi,T30,36-45,Male,45.4,Cheque,Verified
INV000508,2024-10-03,119095,LUMPSUM,300419.00,Karnataka,Bangalore,T30,36-45,Female,12.8,Cheque,Verified
INV004454,2024-10-03,119095,REDEMPTION,362111.00,West Bengal,Kolkata,T30,36-45,Male,37.4,UPI,Verified
INV002056,2024-10-03,148567,LUMPSUM,306809.00,Madhya Pradesh,Bhopal,B30,18-25,Female,3.4,Cheque,Verified
INV004963,2024-10-03,149323,SIP,1634.00,Delhi,Noida,T30,36-45,Female,59.6,Cheque,Verified
INV001244,2024-10-03,119552,SIP,2784.00,Uttar Pradesh,Agra,B30,26-35,Male,20.0,UPI,Verified
INV003276,2024-10-03,149324,LUMPSUM,128392.00,Telangana,Hyderabad,T30,46-55,Male,45.0,Net Banking,Verified
INV003262,2024-10-03,101207,SIP,55124.00,Telangana,Hyderabad,T30,46-55,Male,80.2,UPI,Verified
INV002882,2024-10-03,118636,LUMPSUM,196218.00,Gujarat,Ahmedabad,T30,36-45,Male,52.7,Mandate,Verified
INV004489,2024-10-03,119095,REDEMPTION,191326.00,Haryana,Faridabad,B30,26-35,Male,15.2,Cheque,Verified
INV003041,2024-10-03,120506,LUMPSUM,310721.00,Madhya Pradesh,Bhopal,B30,36-45,Male,32.0,Mandate,Verified
INV002575,2024-10-03,120844,SIP,5309.00,West Bengal,Kolkata,T30,18-25,Male,7.9,Cheque,Verified
INV004502,2024-10-03,148568,LUMPSUM,25318.00,Rajasthan,Udaipur,B30,36-45,Male,59.0,UPI,Verified
INV000489,2024-10-03,119598,SIP,21836.00,Uttar Pradesh,Agra,B30,18-25,Male,7.4,Net Banking,Verified
INV000531,2024-10-03,101207,SIP,15229.00,Delhi,Gurugram,T30,56+,Male,64.9,UPI,Pending
INV004825,2024-10-03,120507,SIP,2367.00,Delhi,Noida,T30,56+,Male,15.3,UPI,Verified
INV000931,2024-10-03,148569,SIP,5425.00,Tamil Nadu,Coimbatore,B30,26-35,Male,11.3,Net Banking,Verified
INV004472,2024-10-03,120504,LUMPSUM,219390.00,West Bengal,Kolkata,T30,26-35,Female,19.1,Mandate,Verified
INV003673,2024-10-03,101206,SIP,10786.00,Maharashtra,Mumbai,T30,26-35,Male,23.5,Cheque,Verified
INV002888,2024-10-03,119599,SIP,1899.00,Rajasthan,Udaipur,B30,26-35,Male,9.2,Net Banking,Verified
INV001202,2024-10-03,119094,SIP,1164.00,Karnataka,Bangalore,T30,26-35,Male,11.3,Mandate,Verified
INV000252,2024-10-03,101208,SIP,539.00,Gujarat,Surat,T30,46-55,Female,24.4,Cheque,Verified
INV003950,2024-10-03,101206,REDEMPTION,316956.00,Madhya Pradesh,Bhopal,B30,26-35,Male,11.1,UPI,Verified
INV004476,2024-10-03,118635,LUMPSUM,93783.00,Gujarat,Surat,T30,26-35,Male,9.3,Net Banking,Verified
INV001797,2024-10-03,102887,SIP,8767.00,Punjab,Amritsar,B30,26-35,Female,6.8,UPI,Verified
INV002183,2024-10-03,118632,LUMPSUM,184844.00,Uttar Pradesh,Kanpur,B30,46-55,Female,98.2,Mandate,Verified
INV002222,2024-10-03,100016,LUMPSUM,200435.00,Punjab,Amritsar,B30,26-35,Male,8.7,Net Banking,Verified
INV002395,2024-10-03,120843,SIP,2830.00,West Bengal,Kolkata,T30,26-35,Male,13.0,Net Banking,Verified
INV001625,2024-10-03,119095,SIP,2513.00,Uttar Pradesh,Kanpur,B30,46-55,Female,78.2,UPI,Verified
INV000439,2024-10-03,118636,LUMPSUM,86180.00,Rajasthan,Udaipur,B30,56+,Male,23.4,UPI,Verified
INV003883,2024-10-03,102887,REDEMPTION,471023.00,West Bengal,Kolkata,T30,26-35,Male,6.7,Net Banking,Verified
INV003153,2024-10-03,118634,SIP,598.00,Madhya Pradesh,Indore,T30,36-45,Female,20.5,Cheque,Verified
INV000002,2024-10-03,101207,LUMPSUM,203094.00,Maharashtra,Pune,T30,46-55,Male,24.0,Cheque,Verified
INV002726,2024-10-03,120504,SIP,12204.00,Gujarat,Ahmedabad,T30,36-45,Male,16.9,Cheque,Verified
INV000902,2024-10-03,119552,SIP,5364.00,Maharashtra,Mumbai,T30,26-35,Female,6.0,Cheque,Verified
INV000693,2024-10-03,119599,LUMPSUM,129175.00,Haryana,Faridabad,B30,26-35,Male,11.0,Net Banking,Verified
INV001645,2024-10-03,148567,SIP,2556.00,Uttar Pradesh,Kanpur,B30,46-55,Male,77.5,Cheque,Verified
INV003115,2024-10-03,102887,SIP,29775.00,Gujarat,Surat,T30,26-35,Male,23.9,Cheque,Verified
